,automotive_bitcount,automotive_qsort1,automotive_susan_c,automotive_susan_e,automotive_susan_s,security_blowfish_d,security_blowfish_e,security_rijndael_d,security_rijndael_e,security_sha,telecom_adpcm_c,telecom_adpcm_d,telecom_CRC32,consumer_jpeg_c,consumer_jpeg_d,consumer_tiff2bw,consumer_tiff2rgba,consumer_tiffdither,consumer_tiffmedian,network_dijkstra,network_patricia,office_stringsearch1,bzip2d,bzip2e
0,0.7219474911689758,0.8269195556640625,0.6731331944465637,0.33647629618644714,0.4170149862766266,0.5053655505180359,1.2939016819000244,1.6722122430801392,1.5862925052642822,1.4628589153289795,0.5959910154342651,1.0080772638320923,0.4905387759208679,1.6869326829910278,1.6982635259628296,1.5575278997421265,1.7658342123031616,0.9728420376777649,0.9734835624694824,1.5868574380874634,1.942521333694458,1.7326663732528687,0.5636259317398071,0.5336539149284363
