,automotive_bitcount,automotive_qsort1,automotive_susan_c,automotive_susan_e,automotive_susan_s,security_blowfish_d,security_blowfish_e,security_rijndael_d,security_rijndael_e,security_sha,telecom_adpcm_c,telecom_adpcm_d,telecom_CRC32,consumer_jpeg_c,consumer_jpeg_d,consumer_tiff2bw,consumer_tiff2rgba,consumer_tiffdither,consumer_tiffmedian,network_dijkstra,network_patricia,office_stringsearch1,bzip2d,bzip2e
0,1.2920737266540527,1.177885890007019,1.4651795625686646,2.9533238410949707,2.332193374633789,1.8812350034713745,0.7467102408409119,0.5670353174209595,0.6246541142463684,0.6640692949295044,1.6731363534927368,0.9892670512199402,2.0077192783355713,0.5818039178848267,0.5887047648429871,0.628582775592804,0.571399986743927,1.0303056240081787,1.024139404296875,0.6185775399208069,0.5101138949394226,0.566985011100769,1.7399557828903198,1.8347361087799072
