,automotive_bitcount,automotive_qsort1,automotive_susan_c,automotive_susan_e,automotive_susan_s,security_blowfish_d,security_blowfish_e,security_rijndael_d,security_rijndael_e,security_sha,telecom_adpcm_c,telecom_adpcm_d,telecom_CRC32,consumer_jpeg_c,consumer_jpeg_d,consumer_tiff2bw,consumer_tiff2rgba,consumer_tiffdither,consumer_tiffmedian,network_dijkstra,network_patricia,office_stringsearch1,bzip2d,bzip2e
0,-0.3210565149784088,-0.12318825721740723,-0.5823165774345398,-2.8584492206573486,-1.203223466873169,-1.0701950788497925,0.3222147524356842,0.5629692673683167,0.7046418786048889,0.4124837815761566,-0.6880528330802917,0.11675778776407242,-0.9642943739891052,0.5096279978752136,0.8355261087417603,0.5923991203308105,0.8458949327468872,0.07430985569953918,0.09951158612966537,0.4355761408805847,0.5466505289077759,0.5006797909736633,-1.072152018547058,-0.9356192350387573
