,automotive_bitcount,automotive_qsort1,automotive_susan_c,automotive_susan_e,automotive_susan_s,security_blowfish_d,security_blowfish_e,security_rijndael_d,security_rijndael_e,security_sha,telecom_adpcm_c,telecom_adpcm_d,telecom_CRC32,consumer_jpeg_c,consumer_jpeg_d,consumer_tiff2bw,consumer_tiff2rgba,consumer_tiffdither,consumer_tiffmedian,network_dijkstra,network_patricia,office_stringsearch1,bzip2d,bzip2e
0,1.05,1.4,1.3,1.08,1.12,1.15,1.6,1.56,1.54,2.3,1.25,1.48,1.23,2.15,1.4,1.53,1.37,1.72,1.38,2.35,2.85,2.14,1.23,1.23
